,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
19,300432.SZ,20200203,9.27,9.27,9.27,9.27,10.3,-1.03,-10.0,15457.0,14328.639
20,300432.SZ,20200123,11.24,11.44,10.28,10.3,11.41,-1.11,-9.7283,206832.35,221645.047
21,300432.SZ,20200122,11.08,11.48,10.9,11.41,11.08,0.33,2.9783,121456.22,137186.023
22,300432.SZ,20200121,11.18,11.49,11.08,11.08,11.28,-0.2,-1.773,104588.2,117809.928
23,300432.SZ,20200120,11.25,11.45,10.97,11.28,11.25,0.03,0.2667,127684.33,143110.026
24,300432.SZ,20200117,11.95,12.15,10.93,11.25,11.96,-0.71,-5.9365,268570.87,307883.78
25,300432.SZ,20200116,12.0,12.24,11.8,11.96,11.88,0.08,0.6734,138524.48,166414.239
26,300432.SZ,20200115,12.03,12.04,11.69,11.88,12.11,-0.23,-1.8993,173598.48,205079.518
27,300432.SZ,20200114,12.62,12.81,12.1,12.11,12.36,-0.25,-2.0227,277895.4,346706.915
28,300432.SZ,20200113,11.8,12.55,11.68,12.36,11.68,0.68,5.8219,241843.41,296284.021
29,300432.SZ,20200110,12.1,12.19,11.61,11.68,12.0,-0.32,-2.6667,182104.35,216087.131
30,300432.SZ,20200109,12.04,12.18,11.55,12.0,11.85,0.15,1.2658,259379.16,308998.492
31,300432.SZ,20200108,12.78,12.91,11.81,11.85,12.93,-1.08,-8.3527,305854.39,378134.605
32,300432.SZ,20200107,12.83,13.48,12.45,12.93,13.1,-0.17,-1.2977,262381.61,338670.399
33,300432.SZ,20200106,12.26,13.33,12.2,13.1,12.6,0.5,3.9683,313682.62,406620.386
34,300432.SZ,20200103,14.9,14.9,12.55,12.6,13.63,-1.03,-7.5569,478406.13,636766.797
35,300432.SZ,20200102,13.0,13.63,12.98,13.63,12.39,1.24,10.0081,234366.02,313670.448
36,300432.SZ,20191231,11.06,12.39,11.04,12.39,11.26,1.13,10.0355,322992.6,388366.278
37,300432.SZ,20191230,11.01,11.65,10.62,11.26,11.27,-0.01,-0.0887,294686.33,328684.265
38,300432.SZ,20191227,11.38,11.91,10.66,11.27,11.44,-0.17,-1.486,419339.43,468460.802
39,300432.SZ,20191226,11.25,12.38,11.01,11.44,11.25,0.19,1.6889,540962.93,634006.293
40,300432.SZ,20191225,10.1,11.25,9.8,11.25,10.23,1.02,9.9707,374487.17,392964.486
41,300432.SZ,20191224,10.0,10.35,9.69,10.23,10.72,-0.49,-4.5709,332577.37,332856.052
42,300432.SZ,20191223,12.0,12.45,10.55,10.72,11.32,-0.6,-5.3004,544878.73,637390.318
43,300432.SZ,20191220,10.66,11.32,10.55,11.32,10.29,1.03,10.0097,229971.38,254457.857
44,300432.SZ,20191219,9.25,10.29,9.18,10.29,9.35,0.94,10.0535,262256.98,260858.826
45,300432.SZ,20191218,8.78,9.6,8.54,9.35,8.79,0.56,6.3709,247956.5,223001.108
46,300432.SZ,20191217,8.8,9.04,8.75,8.79,8.91,-0.12,-1.3468,146778.0,129939.528
47,300432.SZ,20191216,8.9,9.09,8.72,8.91,8.72,0.19,2.1789,161540.61,143845.905
48,300432.SZ,20191213,8.49,8.82,8.29,8.72,8.36,0.36,4.3062,186989.53,161066.72
49,300432.SZ,20191212,8.48,8.53,8.33,8.36,8.53,-0.17,-1.993,90534.33,76152.156
50,300432.SZ,20191211,8.6,8.61,8.27,8.53,8.63,-0.1,-1.1587,141242.43,119041.846
51,300432.SZ,20191210,8.61,8.88,8.42,8.63,8.75,-0.12,-1.3714,155772.17,134523.908
52,300432.SZ,20191209,8.2,8.78,8.2,8.75,8.54,0.21,2.459,214362.13,182221.154
53,300432.SZ,20191206,9.1,9.1,8.54,8.54,9.49,-0.95,-10.0105,286410.95,250056.193
54,300432.SZ,20191205,9.21,9.55,9.14,9.49,9.28,0.21,2.2629,195955.47,183064.586
55,300432.SZ,20191204,9.21,9.65,9.12,9.28,9.35,-0.07,-0.7487,261846.53,245511.742
56,300432.SZ,20191203,8.65,9.5,8.5,9.35,8.7,0.65,7.4713,307147.36,275538.744
57,300432.SZ,20191202,8.35,8.75,8.27,8.7,8.39,0.31,3.6949,199253.22,170089.469
58,300432.SZ,20191129,8.01,8.39,7.9,8.39,8.05,0.34,4.2236,183032.0,149359.586
59,300432.SZ,20191128,8.29,8.82,8.02,8.05,8.39,-0.34,-4.0524,273989.31,229072.725
60,300432.SZ,20191127,7.85,8.5,7.82,8.39,7.97,0.42,5.2698,220223.74,179307.614
61,300432.SZ,20191126,7.45,8.17,7.45,7.97,7.45,0.52,6.9799,181616.07,141984.647
62,300432.SZ,20191125,7.65,7.71,7.38,7.45,7.72,-0.27,-3.4974,84698.0,63782.435
63,300432.SZ,20191122,7.65,7.8,7.46,7.72,7.62,0.1,1.3123,96708.72,73722.315
64,300432.SZ,20191121,7.38,7.67,7.32,7.62,7.43,0.19,2.5572,103716.75,78300.46
65,300432.SZ,20191120,7.39,7.7,7.33,7.43,7.43,0.0,0.0,86632.22,64875.038
66,300432.SZ,20191119,7.19,7.54,7.12,7.43,7.17,0.26,3.6262,106517.22,78772.888
67,300432.SZ,20191118,7.13,7.24,7.01,7.17,7.22,-0.05,-0.6925,71511.86,51018.912
68,300432.SZ,20191115,7.45,7.51,7.16,7.22,7.43,-0.21,-2.8264,117431.61,85886.998
69,300432.SZ,20191114,7.12,7.84,7.11,7.43,7.2,0.23,3.1944,167657.07,125154.039
70,300432.SZ,20191113,6.9,7.2,6.81,7.2,6.89,0.31,4.4993,82535.1,58009.11
71,300432.SZ,20191112,6.96,7.08,6.8,6.89,6.96,-0.07,-1.0057,72021.38,49916.905
72,300432.SZ,20191111,7.09,7.39,6.88,6.96,7.18,-0.22,-3.0641,90164.0,64178.319
73,300432.SZ,20191108,6.96,7.24,6.95,7.18,6.96,0.22,3.1609,102673.0,73391.332
74,300432.SZ,20191107,6.95,7.07,6.87,6.96,6.96,0.0,0.0,47736.77,33211.205
75,300432.SZ,20191106,7.0,7.13,6.86,6.96,7.0,-0.04,-0.5714,75110.45,52617.2
76,300432.SZ,20191105,6.84,7.04,6.78,7.0,6.84,0.16,2.3392,78811.99,54627.798
77,300432.SZ,20191104,6.61,6.88,6.58,6.84,6.6,0.24,3.6364,51160.42,34779.798
78,300432.SZ,20191101,6.58,6.67,6.51,6.6,6.58,0.02,0.304,34197.0,22586.419
79,300432.SZ,20191031,6.66,6.73,6.49,6.58,6.7,-0.12,-1.791,47683.0,31433.542
80,300432.SZ,20191030,6.8,6.98,6.65,6.7,6.82,-0.12,-1.7595,45020.0,30475.658
81,300432.SZ,20191029,6.87,6.9,6.76,6.82,6.91,-0.09,-1.3025,48649.7,33147.139
82,300432.SZ,20191028,6.97,7.07,6.78,6.91,6.93,-0.02,-0.2886,56974.5,39502.161
83,300432.SZ,20191025,6.7,6.94,6.67,6.93,6.66,0.27,4.0541,83305.25,57099.297
84,300432.SZ,20191024,6.69,6.74,6.6,6.66,6.73,-0.07,-1.0401,40604.0,27035.831
85,300432.SZ,20191023,6.58,6.85,6.51,6.73,6.53,0.2,3.0628,66332.08,44406.187
86,300432.SZ,20191022,6.41,6.56,6.41,6.53,6.49,0.04,0.6163,21504.77,13971.337
87,300432.SZ,20191021,6.49,6.49,6.28,6.49,6.43,0.06,0.9331,27165.0,17359.89
88,300432.SZ,20191018,6.45,6.46,6.35,6.43,6.45,-0.02,-0.3101,30674.0,19643.499
89,300432.SZ,20191017,6.52,6.6,6.41,6.45,6.55,-0.1,-1.5267,40300.39,26059.075
90,300432.SZ,20191016,6.43,6.95,6.42,6.55,6.41,0.14,2.1841,73538.65,48897.724
91,300432.SZ,20191015,6.44,6.48,6.35,6.41,6.41,0.0,0.0,21734.54,13900.57
92,300432.SZ,20191014,6.3,6.44,6.29,6.41,6.29,0.12,1.9078,27796.0,17748.409
93,300432.SZ,20191011,6.28,6.37,6.26,6.29,6.32,-0.03,-0.4747,19311.0,12176.115
94,300432.SZ,20191010,6.25,6.4,6.2,6.32,6.22,0.1,1.6077,17963.0,11378.324
95,300432.SZ,20191009,6.27,6.27,6.15,6.22,6.2,0.02,0.3226,8048.0,4982.111
96,300432.SZ,20191008,6.19,6.27,6.1,6.2,6.06,0.14,2.3102,19452.0,12082.597
97,300432.SZ,20190930,6.1,6.24,6.05,6.06,6.05,0.01,0.1653,14469.0,8861.499
98,300432.SZ,20190927,6.07,6.08,6.02,6.05,6.0,0.05,0.8333,15602.0,9441.039
99,300432.SZ,20190926,6.23,6.23,5.98,6.0,6.17,-0.17,-2.7553,24205.0,14704.097
100,300432.SZ,20190925,6.27,6.34,6.13,6.17,6.32,-0.15,-2.3734,26421.0,16443.505
101,300432.SZ,20190924,6.31,6.38,6.3,6.32,6.33,-0.01,-0.158,25365.11,16071.526
102,300432.SZ,20190923,6.39,6.39,6.27,6.33,6.38,-0.05,-0.7837,20274.0,12799.599
103,300432.SZ,20190920,6.41,6.46,6.35,6.38,6.4,-0.02,-0.3125,23641.44,15128.916
104,300432.SZ,20190919,6.36,6.42,6.34,6.4,6.37,0.03,0.471,27283.1,17370.052
105,300432.SZ,20190918,6.4,6.45,6.35,6.37,6.38,-0.01,-0.1567,20402.0,13043.757
106,300432.SZ,20190917,6.53,6.55,6.32,6.38,6.58,-0.2,-3.0395,43009.39,27571.456
107,300432.SZ,20190916,6.58,6.66,6.53,6.58,6.49,0.09,1.3867,60785.74,40008.002
108,300432.SZ,20190912,6.58,6.66,6.42,6.49,6.68,-0.19,-2.8443,95875.0,62353.707
109,300432.SZ,20190911,6.85,7.13,6.63,6.68,6.48,0.2,3.0864,166510.26,114751.856
110,300432.SZ,20190910,6.48,6.5,6.39,6.48,6.48,0.0,0.0,40684.86,26207.909
111,300432.SZ,20190909,6.39,6.49,6.34,6.48,6.34,0.14,2.2082,46309.11,29722.666
112,300432.SZ,20190906,6.39,6.44,6.29,6.34,6.39,-0.05,-0.7825,41779.0,26535.121
113,300432.SZ,20190905,6.41,6.54,6.35,6.39,6.41,-0.02,-0.312,85257.0,54708.115
114,300432.SZ,20190904,6.58,6.58,6.34,6.41,6.52,-0.11,-1.6871,52891.11,33924.242
115,300432.SZ,20190903,6.49,6.63,6.41,6.52,6.47,0.05,0.7728,54045.0,35000.26
116,300432.SZ,20190902,6.3,6.55,6.23,6.47,6.27,0.2,3.1898,50992.57,32626.661
117,300432.SZ,20190830,6.38,6.5,6.16,6.27,6.4,-0.13,-2.0313,54548.95,34393.075
118,300432.SZ,20190829,6.25,6.46,6.15,6.4,6.24,0.16,2.5641,61072.74,38636.042
119,300432.SZ,20190828,6.33,6.55,6.23,6.24,6.22,0.02,0.3215,60738.71,38622.233
120,300432.SZ,20190827,6.2,6.26,6.13,6.22,6.18,0.04,0.6472,41035.68,25471.409
121,300432.SZ,20190826,5.98,6.29,5.9,6.18,6.08,0.1,1.6447,41650.48,25511.471
122,300432.SZ,20190823,6.21,6.21,6.06,6.08,6.18,-0.1,-1.6181,24332.0,14874.957
123,300432.SZ,20190822,6.06,6.18,6.04,6.18,6.04,0.14,2.3179,30544.18,18646.259
124,300432.SZ,20190821,6.09,6.09,6.01,6.04,6.06,-0.02,-0.33,20295.03,12269.623
125,300432.SZ,20190820,6.0,6.15,6.0,6.06,6.03,0.03,0.4975,28322.0,17207.001
126,300432.SZ,20190819,5.88,6.03,5.88,6.03,5.88,0.15,2.551,34914.0,20873.366
127,300432.SZ,20190816,5.92,6.09,5.86,5.88,5.95,-0.07,-1.1765,34971.0,20703.966
128,300432.SZ,20190815,5.61,6.15,5.57,5.95,5.79,0.16,2.7634,50348.0,29311.269
129,300432.SZ,20190814,5.85,5.89,5.79,5.79,5.81,-0.02,-0.3442,36056.75,21015.882
130,300432.SZ,20190813,5.8,5.93,5.8,5.81,6.03,-0.22,-3.6484,61896.12,36131.22
131,300432.SZ,20190812,5.74,6.38,5.73,6.03,5.8,0.23,3.9655,105892.58,65179.287
132,300432.SZ,20190809,6.06,6.07,5.7,5.8,6.03,-0.23,-3.8143,35295.0,20565.466
133,300432.SZ,20190808,6.11,6.13,5.96,6.03,6.06,-0.03,-0.495,17256.0,10389.343
134,300432.SZ,20190807,5.83,6.18,5.77,6.06,5.83,0.23,3.9451,37469.0,22450.752
135,300432.SZ,20190806,5.99,6.0,5.58,5.83,6.1,-0.27,-4.4262,29801.0,17180.353
136,300432.SZ,20190805,6.12,6.14,6.03,6.1,6.12,-0.02,-0.3268,11851.0,7202.3
137,300432.SZ,20190802,6.13,6.15,6.01,6.12,6.23,-0.11,-1.7657,19581.0,11891.231
138,300432.SZ,20190801,6.13,6.23,6.12,6.23,6.12,0.11,1.7974,20264.0,12515.156
139,300432.SZ,20190731,6.21,6.21,6.09,6.12,6.16,-0.04,-0.6494,10289.0,6306.105
140,300432.SZ,20190730,6.11,6.18,6.11,6.16,6.1,0.06,0.9836,13301.0,8183.192
141,300432.SZ,20190729,6.1,6.16,6.06,6.1,6.14,-0.04,-0.6515,10253.0,6250.776
142,300432.SZ,20190726,6.08,6.15,6.08,6.14,6.08,0.06,0.9868,12680.06,7751.974
143,300432.SZ,20190725,6.11,6.12,6.03,6.08,6.1,-0.02,-0.3279,17396.0,10556.301
144,300432.SZ,20190724,6.05,6.12,6.05,6.1,6.05,0.05,0.8264,20028.06,12215.14
145,300432.SZ,20190723,6.06,6.13,6.01,6.05,6.04,0.01,0.1656,18175.64,10992.081
146,300432.SZ,20190722,6.34,6.36,6.0,6.04,6.36,-0.32,-5.0314,33024.0,20178.997
147,300432.SZ,20190719,6.23,6.38,6.23,6.36,6.26,0.1,1.5974,21182.25,13370.899
148,300432.SZ,20190718,6.36,6.36,6.22,6.26,6.36,-0.1,-1.5723,14787.37,9279.428
149,300432.SZ,20190717,6.25,6.41,6.25,6.36,6.29,0.07,1.1129,19884.61,12625.895
150,300432.SZ,20190716,6.38,6.39,6.24,6.29,6.39,-0.1,-1.5649,21964.25,13848.906
151,300432.SZ,20190715,6.48,6.48,6.31,6.39,6.41,-0.02,-0.312,33362.81,21220.6
152,300432.SZ,20190712,6.38,6.56,6.33,6.41,6.36,0.05,0.7862,24827.0,15954.469
153,300432.SZ,20190711,6.38,6.41,6.29,6.36,6.33,0.03,0.4739,15108.18,9608.99
154,300432.SZ,20190710,6.38,6.45,6.32,6.33,6.38,-0.05,-0.7837,15973.0,10174.608
155,300432.SZ,20190709,6.33,6.44,6.31,6.38,6.43,-0.05,-0.7776,16462.0,10475.867
156,300432.SZ,20190708,6.79,6.79,6.4,6.43,6.79,-0.36,-5.3019,40255.28,26224.874
157,300432.SZ,20190705,6.6,6.8,6.58,6.79,6.63,0.16,2.4133,32990.28,22144.551
158,300432.SZ,20190704,6.78,6.85,6.61,6.63,6.69,-0.06,-0.8969,27081.5,18134.846
159,300432.SZ,20190703,6.86,6.86,6.62,6.69,6.85,-0.16,-2.3358,35450.08,23703.388
160,300432.SZ,20190702,6.92,6.94,6.8,6.85,6.93,-0.08,-1.1544,33136.0,22700.538
161,300432.SZ,20190701,6.95,7.08,6.85,6.93,6.85,0.08,1.1679,62957.06,43452.952
162,300432.SZ,20190628,7.0,7.01,6.73,6.85,6.97,-0.12,-1.7217,38471.11,26288.71
163,300432.SZ,20190627,6.95,7.19,6.85,6.97,6.93,0.04,0.5772,60062.3,41969.407
164,300432.SZ,20190626,6.98,7.02,6.85,6.93,6.97,-0.04,-0.5739,43178.81,29843.326
165,300432.SZ,20190625,6.85,7.08,6.71,6.97,6.87,0.1,1.4556,61010.0,41946.352
166,300432.SZ,20190624,6.64,6.87,6.58,6.87,6.69,0.18,2.6906,60707.8,41064.332
167,300432.SZ,20190621,6.65,6.74,6.54,6.69,6.47,0.22,3.4003,66002.2,43887.969
168,300432.SZ,20190620,6.41,6.49,6.32,6.47,6.52,-0.05,-0.7669,40750.0,26155.854
169,300432.SZ,20190619,6.61,6.7,6.48,6.52,6.6,-0.08,-1.2121,48894.3,32195.98
170,300432.SZ,20190618,6.31,6.8,6.28,6.6,6.38,0.22,3.4483,53622.58,35046.722
171,300432.SZ,20190617,6.21,6.43,6.2,6.38,6.25,0.13,2.08,21111.68,13350.713
172,300432.SZ,20190614,6.44,6.44,6.25,6.25,6.43,-0.18,-2.7994,20713.0,13104.327
173,300432.SZ,20190613,6.31,6.44,6.3,6.43,6.31,0.12,1.9017,19217.01,12256.024
174,300432.SZ,20190612,6.41,6.46,6.29,6.31,6.37,-0.06,-0.9419,19343.0,12305.827
175,300432.SZ,20190611,6.12,6.39,6.1,6.37,6.17,0.2,3.2415,29470.0,18553.605
176,300432.SZ,20190610,6.1,6.23,6.1,6.17,6.07,0.1,1.6474,13108.0,8059.225
177,300432.SZ,20190606,6.33,6.33,6.06,6.07,6.29,-0.22,-3.4976,19514.89,11987.747
178,300432.SZ,20190605,6.35,6.36,6.25,6.29,6.23,0.06,0.9631,13611.85,8563.197
179,300432.SZ,20190604,6.28,6.28,6.2,6.23,6.28,-0.05,-0.7962,15727.0,9786.317
180,300432.SZ,20190603,6.22,6.34,6.2,6.28,6.25,0.03,0.48,17830.07,11177.726
181,300432.SZ,20190531,6.27,6.34,6.24,6.25,6.27,-0.02,-0.319,14347.23,9008.409
182,300432.SZ,20190530,6.35,6.35,6.21,6.27,6.32,-0.05,-0.7911,21524.88,13442.978
183,300432.SZ,20190529,6.31,6.43,6.3,6.32,6.37,-0.05,-0.7849,22172.0,14103.742
184,300432.SZ,20190528,6.47,6.5,6.33,6.37,6.47,-0.1,-1.5456,26539.0,17058.885
185,300432.SZ,20190527,6.22,6.6,6.22,6.47,6.26,0.21,3.3546,27761.68,17859.199
186,300432.SZ,20190524,6.16,6.3,6.15,6.26,6.22,0.04,0.6431,22965.01,14304.764
187,300432.SZ,20190523,6.39,6.39,6.21,6.22,6.4,-0.18,-2.8125,31470.42,19790.837
188,300432.SZ,20190522,6.48,6.6,6.37,6.4,6.48,-0.08,-1.2346,33765.0,21840.593
189,300432.SZ,20190521,6.4,6.59,6.33,6.48,6.45,0.03,0.4651,31632.0,20546.027
190,300432.SZ,20190520,6.5,6.5,6.3,6.45,6.39,0.06,0.939,38961.41,24940.341
191,300432.SZ,20190517,6.99,7.1,6.34,6.39,7.03,-0.64,-9.1038,109056.08,73046.585
192,300432.SZ,20190516,7.05,7.2,7.01,7.03,6.92,0.11,1.5896,72095.64,51171.586
193,300432.SZ,20190515,6.96,6.97,6.82,6.92,6.8,0.12,1.7647,49940.11,34463.464
194,300432.SZ,20190514,7.15,7.16,6.8,6.8,7.15,-0.35,-4.8951,77000.2,53869.516
195,300432.SZ,20190513,7.13,7.23,7.04,7.15,7.45,-0.3,-4.0268,124968.0,89206.813
196,300432.SZ,20190510,7.09,7.69,7.03,7.45,6.99,0.46,6.5808,181109.3,136588.558
197,300432.SZ,20190509,6.85,7.07,6.71,6.99,6.9,0.09,1.3043,42852.0,29644.274
198,300432.SZ,20190508,6.54,7.19,6.41,6.9,6.7,0.2,2.9851,75910.26,51723.686
199,300432.SZ,20190507,6.63,6.8,6.52,6.7,6.63,0.07,1.0558,57780.88,38290.956
200,300432.SZ,20190506,7.05,7.05,6.63,6.63,7.37,-0.74,-10.0407,76035.95,51739.285
201,300432.SZ,20190430,7.18,7.54,7.14,7.37,7.17,0.2,2.7894,59389.17,43533.582
202,300432.SZ,20190429,7.19,7.6,6.9,7.17,7.28,-0.11,-1.511,102141.44,73859.12
203,300432.SZ,20190426,7.21,7.45,7.02,7.28,7.33,-0.05,-0.6821,82981.46,60103.275
204,300432.SZ,20190425,7.87,7.98,7.33,7.33,7.88,-0.55,-6.9797,100442.45,76740.873
205,300432.SZ,20190424,7.5,7.88,7.4,7.88,7.51,0.37,4.9268,122555.6,94212.082
206,300432.SZ,20190423,7.9,7.98,7.47,7.51,8.04,-0.53,-6.592,145636.15,112141.305
207,300432.SZ,20190422,8.08,8.38,8.0,8.04,8.42,-0.38,-4.5131,183923.37,149827.334
208,300432.SZ,20190419,8.68,8.94,8.18,8.42,8.37,0.05,0.5974,406543.12,350136.361
209,300432.SZ,20190418,7.58,8.37,7.5,8.37,7.61,0.76,9.9869,108517.45,88338.949
210,300432.SZ,20190417,7.27,7.64,7.16,7.61,7.28,0.33,4.533,130166.75,97001.924
211,300432.SZ,20190416,7.09,7.28,6.93,7.28,7.18,0.1,1.3928,58882.08,41691.015
212,300432.SZ,20190415,7.5,7.5,7.16,7.18,7.44,-0.26,-3.4946,88243.38,65030.592
213,300432.SZ,20190412,7.71,7.71,7.32,7.44,7.65,-0.21,-2.7451,128370.57,96178.167
214,300432.SZ,20190411,7.4,7.67,7.18,7.65,7.35,0.3,4.0816,192035.62,143410.769
215,300432.SZ,20190410,7.06,7.35,6.97,7.35,7.06,0.29,4.1076,108426.72,78582.193
216,300432.SZ,20190409,7.02,7.12,6.96,7.06,7.02,0.04,0.5698,43319.83,30565.768
217,300432.SZ,20190408,7.2,7.26,6.93,7.02,7.17,-0.15,-2.0921,62626.83,44414.594
218,300432.SZ,20190404,7.24,7.35,7.09,7.17,7.23,-0.06,-0.8299,64069.28,46006.139
219,300432.SZ,20190403,7.05,7.27,7.0,7.23,7.06,0.17,2.4079,69692.92,50002.982
220,300432.SZ,20190402,7.15,7.15,7.03,7.06,7.1,-0.04,-0.5634,49952.46,35415.591
221,300432.SZ,20190401,6.85,7.1,6.82,7.1,6.8,0.3,4.4118,63299.37,44131.146
222,300432.SZ,20190329,6.54,6.81,6.51,6.8,6.55,0.25,3.8168,49712.69,33171.089
223,300432.SZ,20190328,6.68,6.81,6.55,6.55,6.77,-0.22,-3.2496,48574.0,32494.825
224,300432.SZ,20190327,7.01,7.03,6.68,6.77,7.01,-0.24,-3.4237,71669.18,48647.551
225,300432.SZ,20190326,7.22,7.27,7.0,7.01,7.24,-0.23,-3.1768,60904.66,43241.17
226,300432.SZ,20190325,7.04,7.35,6.97,7.24,7.13,0.11,1.5428,95971.32,68750.27
227,300432.SZ,20190322,7.22,7.22,6.96,7.13,7.22,-0.09,-1.2465,82490.57,58457.48
228,300432.SZ,20190321,7.2,7.28,7.11,7.22,7.15,0.07,0.979,96540.87,69366.459
229,300432.SZ,20190320,7.18,7.28,7.03,7.15,7.21,-0.06,-0.8322,79216.55,56470.939
230,300432.SZ,20190319,7.24,7.3,7.12,7.21,7.34,-0.13,-1.7711,100936.9,72539.411
231,300432.SZ,20190318,7.41,7.45,7.08,7.34,7.54,-0.2,-2.6525,157803.56,114394.602
232,300432.SZ,20190315,7.9,8.15,7.44,7.54,7.63,-0.09,-1.1796,315710.75,247135.835
233,300432.SZ,20190314,6.88,7.63,6.83,7.63,6.94,0.69,9.9424,147665.32,109859.51
234,300432.SZ,20190313,7.27,7.33,6.85,6.94,7.37,-0.43,-5.8345,105971.95,75560.838
235,300432.SZ,20190312,7.28,7.5,7.08,7.37,7.17,0.2,2.7894,129865.97,94475.044
236,300432.SZ,20190311,6.95,7.19,6.9,7.17,6.93,0.24,3.4632,78804.1,55638.64
237,300432.SZ,20190308,7.06,7.65,6.92,6.93,7.16,-0.23,-3.2123,148967.67,107884.487
238,300432.SZ,20190307,7.08,7.26,7.0,7.16,7.13,0.03,0.4208,98702.57,70282.729
239,300432.SZ,20190306,6.84,7.18,6.67,7.13,6.77,0.36,5.3176,120819.41,83707.803
240,300432.SZ,20190305,6.41,6.8,6.4,6.77,6.45,0.32,4.9612,120406.44,79756.488
241,300432.SZ,20190304,6.38,6.57,6.37,6.45,6.35,0.1,1.5748,99832.68,64549.433
242,300432.SZ,20190301,6.43,6.47,6.24,6.35,6.39,-0.04,-0.626,63927.31,40465.721
243,300432.SZ,20190228,6.37,6.48,6.31,6.39,6.31,0.08,1.2678,76817.76,49128.461
244,300432.SZ,20190227,6.32,6.45,6.23,6.31,6.34,-0.03,-0.4732,74842.54,47588.626
245,300432.SZ,20190226,6.42,6.54,6.28,6.34,6.38,-0.04,-0.627,109286.38,70048.152
246,300432.SZ,20190225,6.18,6.45,6.09,6.38,6.09,0.29,4.7619,113664.39,71170.139
247,300432.SZ,20190222,5.97,6.1,5.88,6.09,5.99,0.1,1.6694,71335.31,42803.215
248,300432.SZ,20190221,6.05,6.18,5.96,5.99,6.02,-0.03,-0.4983,78001.38,47441.919
249,300432.SZ,20190220,6.01,6.07,5.91,6.02,6.07,-0.05,-0.8237,58121.68,34835.114
250,300432.SZ,20190219,6.01,6.07,5.91,6.07,5.98,0.09,1.505,82891.44,49717.273
251,300432.SZ,20190218,5.7,6.07,5.7,5.98,5.67,0.31,5.4674,101761.41,60073.623
252,300432.SZ,20190215,5.69,5.79,5.67,5.67,5.72,-0.05,-0.8741,69053.92,39594.739
253,300432.SZ,20190214,5.7,5.77,5.67,5.72,5.78,-0.06,-1.0381,61618.51,35255.458
254,300432.SZ,20190213,5.61,5.86,5.56,5.78,5.75,0.03,0.5217,144600.5,82221.31
255,300432.SZ,20190212,5.99,6.0,5.65,5.75,5.82,-0.07,-1.2027,187339.41,109263.165
256,300432.SZ,20190211,5.33,5.82,5.27,5.82,5.29,0.53,10.0189,115734.01,66332.365
257,300432.SZ,20190201,5.09,5.35,5.06,5.29,5.01,0.28,5.5888,34391.6,17915.244
258,300432.SZ,20190131,5.17,5.27,5.0,5.01,5.18,-0.17,-3.2819,37888.06,19434.993
259,300432.SZ,20190130,5.08,5.26,5.0,5.18,5.18,0.0,0.0,27635.42,14341.406
260,300432.SZ,20190129,5.3,5.35,4.99,5.18,5.37,-0.19,-3.5382,50812.1,26234.005
261,300432.SZ,20190128,5.37,5.52,5.37,5.37,5.97,-0.6,-10.0503,126837.27,68334.776
262,300432.SZ,20190125,6.06,6.06,5.97,5.97,6.04,-0.07,-1.1589,26497.2,15922.399
